date,team_a,team_b,goals_a,goals_b,competition,location,rating_change_a,rating_change_b,rating_a,rating_b,rank_change_a,rank_change_b,rank_a,rank_b
2007-02-04,Thailand,Singapore,1,1,Southeast Asian Championship,Thailand,-8,8,1339,1299,-4,3,121,131
2007-02-06,Botswana,Namibia,1,0,Friendly,Botswana,5,-5,1308,1198,1,-1,128,157
2007-02-06,Bulgaria,Latvia,2,0,Friendly tournament,Cyprus,9,-9,1744,1478,2,-1,36,90
2007-02-06,Cyprus,Hungary,2,1,Friendly tournament,Cyprus,14,-14,1520,1571,4,-2,81,64
2007-02-06,Denmark,Australia,3,1,Friendly,England,9,-9,1911,1752,-1,-3,9,34
2007-02-06,Ghana,Nigeria,4,1,Friendly,England,19,-19,1771,1762,7,-6,27,31
2007-02-06,Ivory Coast,Guinea,1,0,Friendly,France,5,-5,1779,1569,2,-2,25,66
2007-02-06,Mali,Lithuania,3,1,Friendly,France,13,-13,1570,1492,5,-1,65,87
2007-02-06,Northern Ireland,Wales,0,0,Friendly,Northern Ireland,-2,2,1534,1579,0,1,76,62
2007-02-06,Portugal,Brazil,2,0,Friendly,England,22,-22,1918,2058,1,-1,8,2
2007-02-06,South Korea,Greece,1,0,Friendly,England,14,-14,1694,1823,1,0,44,17
2007-02-07,Albania,Macedonia,0,1,Friendly,Albania,-12,12,1497,1544,-2,3,85,75
2007-02-07,Algeria,Libya,2,1,Friendly,Algeria,8,-8,1420,1433,1,-2,100,98
2007-02-07,Andorra,Armenia,0,0,Friendly,Andorra,5,-5,1097,1384,1,-1,175,106
2007-02-07,Belgium,Czechia,0,2,Friendly,Belgium,-10,10,1662,1894,0,-1,47,12
2007-02-07,China,Kazakhstan,2,1,Friendly,China,2,-2,1604,1325,0,0,56,122
2007-02-07,Colombia,Uruguay,1,3,Friendly,Colombia,-18,18,1772,1840,-5,4,26,14
2007-02-07,Croatia,Norway,2,1,Friendly,Croatia,4,-4,1900,1763,0,-1,10,30
2007-02-07,Cyprus,Bulgaria,0,3,Friendly tournament,Cyprus,-17,17,1503,1761,-3,4,84,32
2007-02-07,Egypt,Sweden,2,0,Friendly,Egypt,16,-16,1739,1824,2,-1,39,17
2007-02-07,England,Spain,0,1,Friendly,England,-15,15,1945,1898,0,1,7,11
2007-02-07,France,Argentina,0,1,Friendly,France,-15,15,2045,1994,-1,1,2,4
2007-02-07,Georgia,Turkey,1,0,Friendly,Georgia,16,-16,1543,1827,3,-1,76,16
2007-02-07,Germany,Switzerland,3,1,Friendly,Germany,6,-6,1982,1840,0,0,6,14
2007-02-07,Hungary,Latvia,2,0,Friendly tournament,Cyprus,17,-17,1588,1461,3,-3,61,93
2007-02-07,Iran,Belarus,2,2,Friendly,Iran,-7,7,1783,1570,0,4,21,64
2007-02-07,Israel,Ukraine,1,1,Friendly,Israel,0,0,1714,1804,0,0,43,20
2007-02-07,Luxembourg,Gambia,2,1,Friendly,Luxembourg,16,-16,1009,1326,2,-2,185,121
2007-02-07,Malta,Austria,1,1,Friendly,Malta,7,-7,1265,1622,0,0,141,54
2007-02-07,Morocco,Tunisia,1,1,Friendly,Morocco,-3,3,1657,1642,0,1,48,51
2007-02-07,Netherlands,Russia,4,1,Friendly,the Netherlands,5,-5,1994,1772,0,0,4,26
2007-02-07,New Zealand,Tahiti,0,0,Friendly,New Zealand,-8,8,1507,1247,-1,0,83,145
2007-02-07,Poland,Slovakia,2,2,Friendly,Spain,-2,2,1781,1719,2,0,22,42
2007-02-07,Romania,Moldova,2,0,Friendly,Romania,1,-1,1870,1419,0,-1,13,101
2007-02-07,San Marino,Ireland,1,2,European Championship qualifier,San Marino,-1,1,937,1747,0,-1,193,36
2007-02-07,Senegal,Benin,2,1,Friendly,France,2,-2,1652,1273,0,-1,49,138
2007-02-07,Slovenia,Estonia,1,0,Friendly,Slovenia,4,-4,1566,1398,3,-1,67,103
2007-02-07,Togo,Cameroon,2,2,Friendly,Togo,6,-6,1442,1779,1,0,96,23
2007-02-07,United States,Mexico,2,0,Friendly,the United States,13,-13,1778,1808,5,0,25,19
2007-02-07,Uzbekistan,Azerbaijan,0,0,Friendly,Uzbekistan,-7,7,1565,1358,-5,1,68,114
2007-02-07,Venezuela,Chile,0,1,Friendly,Venezuela,-10,10,1638,1745,-2,2,52,37
2007-02-08,El Salvador,Belize,2,1,CONCACAF Champ q & UNCAF Cup,El Salvador,4,-4,1376,1090,2,0,108,176
2007-02-08,Guatemala,Nicaragua,1,0,CONCACAF Champ q & UNCAF Cup,El Salvador,2,-2,1547,1027,1,0,72,184
2007-02-09,China,Kazakhstan,1,0,Friendly,China,2,-2,1606,1323,0,-1,56,123
2007-02-09,Costa Rica,Honduras,3,1,CONCACAF Champ q & UNCAF Cup,El Salvador,38,-38,1682,1702,4,-5,46,43
2007-02-09,New Zealand,Tahiti,0,0,Friendly,New Zealand,-8,8,1499,1255,-1,1,84,144
2007-02-10,El Salvador,Nicaragua,2,1,CONCACAF Champ q & UNCAF Cup,El Salvador,3,-3,1379,1024,1,0,107,184
2007-02-10,Guatemala,Belize,1,0,CONCACAF Champ q & UNCAF Cup,El Salvador,3,-3,1550,1087,0,-1,72,177
2007-02-11,Honduras,Panama,1,1,CONCACAF Champ q & UNCAF Cup,El Salvador,-10,10,1692,1518,-1,1,44,81
2007-02-12,El Salvador,Guatemala,0,0,CONCACAF Champ q & UNCAF Cup,El Salvador,4,-4,1383,1546,0,0,107,72
2007-02-12,Nicaragua,Belize,4,2,CONCACAF Champ q & UNCAF Cup,El Salvador,35,-35,1059,1052,5,-3,179,180
2007-02-13,Lesotho,Swaziland,0,1,Friendly,Lesotho,-11,11,1110,1193,-3,4,172,158
2007-02-13,Panama,Costa Rica,1,0,CONCACAF Champ q & UNCAF Cup,El Salvador,29,-29,1547,1653,9,-3,72,49
2007-02-15,Honduras,Nicaragua,9,1,CONCACAF Champ q & UNCAF Cup,El Salvador,2,-2,1694,1057,1,0,43,179
2007-02-16,El Salvador,Costa Rica,0,2,UNCAF Nations Cup,El Salvador,-16,16,1367,1669,-4,2,111,47
2007-02-16,Panama,Guatemala,2,0,UNCAF Nations Cup,El Salvador,30,-30,1577,1516,8,-8,64,81
2007-02-18,Costa Rica,Panama,1,1,UNCAF Nations Cup,El Salvador,-5,5,1664,1582,0,1,47,63
2007-02-18,El Salvador,Guatemala,0,1,UNCAF Nations Cup,El Salvador,-17,17,1350,1533,-5,2,116,79
2007-02-22,Benin,Chad,0,1,Friendly,Benin,-13,13,1260,1290,-3,1,141,135
2007-02-28,Mexico,Venezuela,3,1,Friendly,the United States,8,-8,1816,1630,0,-1,19,53
2007-03-05,Congo,Equatorial Guinea,2,1,CEMAC Cup,Chad,10,-10,1377,1172,4,-4,107,167
2007-03-06,Chad,Central African Republic,3,2,CEMAC Cup,Chad,11,-11,1301,1206,5,-2,130,155
2007-03-07,Azerbaijan,Uzbekistan,1,0,Alma TV Cup,Kazakhstan,23,-23,1381,1542,6,-7,107,76
2007-03-07,Congo,Gabon,2,2,CEMAC Cup,Chad,1,-1,1378,1388,-1,0,108,105
2007-03-07,Kazakhstan,Kyrgyzstan,2,0,Alma TV Cup,Kazakhstan,10,-10,1333,1191,2,-2,121,158
2007-03-09,Equatorial Guinea,Gabon,1,1,CEMAC Cup,Chad,11,-11,1183,1377,6,-2,161,107
2007-03-09,Kazakhstan,Azerbaijan,1,0,Alma TV Cup,Kazakhstan,13,-13,1346,1368,4,-4,117,111
2007-03-09,Uzbekistan,Kyrgyzstan,6,0,Alma TV Cup,Kazakhstan,7,-7,1549,1184,4,-2,72,160
2007-03-11,Azerbaijan,Kyrgyzstan,1,0,Alma TV Cup,Kazakhstan,8,-8,1376,1176,2,-6,109,166
2007-03-11,Chad,Gabon,1,2,CEMAC Cup,Chad,-21,21,1280,1398,-5,4,135,103
2007-03-11,Kazakhstan,Uzbekistan,1,1,Alma TV Cup,Kazakhstan,4,-4,1350,1545,1,-1,116,73
2007-03-12,Congo,Central African Republic,4,1,CEMAC Cup,Chad,19,-19,1397,1187,2,-3,105,158
2007-03-13,South Africa,Swaziland,1,1,Friendly,South Africa,-8,8,1465,1201,-1,1,91,155
2007-03-15,Chad,Central African Republic,1,0,CEMAC Cup,Chad,10,-10,1290,1177,0,-7,135,165
2007-03-16,Congo,Gabon,1,0,CEMAC Cup,Chad,20,-20,1417,1378,3,-4,102,107
2007-03-18,Swaziland,Lesotho,0,1,Friendly,Swaziland,-15,15,1186,1125,-2,3,157,169
2007-03-20,Libya,Mauritania,0,0,Friendly,Libya,-8,8,1425,1194,0,1,98,156
2007-03-21,Mauritius,Ivory Coast,0,3,Friendly,Mauritius,-3,3,1254,1782,-2,1,144,22
2007-03-22,Switzerland,Jamaica,2,0,Friendly,the United States,6,-6,1846,1602,0,-1,14,56
2007-03-24,Albania,Slovenia,0,0,European Championship qualifier,Albania,-2,2,1495,1568,1,0,84,68
2007-03-24,Algeria,Cape Verde,2,0,African Nations Cup qualifier,Algeria,15,-15,1435,1309,3,-1,97,124
2007-03-24,Austria,Ghana,1,1,Friendly,Austria,1,-1,1623,1770,0,0,54,28
2007-03-24,Brazil,Chile,4,0,Friendly,Sweden,5,-5,2063,1740,0,1,1,36
2007-03-24,Burkina Faso,Mozambique,1,1,African Nations Cup qualifier,Burkina Faso,-12,12,1409,1286,-2,3,101,134
2007-03-24,Cameroon,Liberia,3,1,African Nations Cup qualifier,Cameroon,2,-2,1781,1267,0,0,24,138
2007-03-24,Chad,South Africa,0,3,African Nations Cup qualifier,Chad,-28,28,1262,1493,-5,6,140,85
2007-03-24,China,Australia,0,2,Friendly,China,-13,13,1593,1765,-4,5,59,30
2007-03-24,Costa Rica,New Zealand,4,0,Friendly,Costa Rica,7,-7,1671,1492,0,-2,47,86
2007-03-24,Croatia,Macedonia,2,1,European Championship qualifier,Croatia,3,-3,1903,1541,0,-1,10,76
2007-03-24,Cyprus,Slovakia,1,3,European Championship qualifier,Cyprus,-20,20,1483,1739,-6,4,89,37
2007-03-24,Czechia,Germany,1,2,European Championship qualifier,Czechia,-21,21,1873,2003,-1,2,13,4
2007-03-24,Estonia,Russia,0,2,European Championship qualifier,Estonia,-10,10,1388,1782,-1,4,105,22
2007-03-24,Faroe Islands,Ukraine,0,2,European Championship qualifier,the Faroe Islands,-3,3,1176,1807,-1,1,165,19
2007-03-24,Gambia,Guinea,0,2,African Nations Cup qualifier,The Gambia,-18,18,1308,1587,-4,5,126,62
2007-03-24,Greece,Turkey,1,4,European Championship qualifier,Greece,-44,44,1779,1871,-7,2,25,14
2007-03-24,Guadeloupe,Trinidad and Tobago,2,2,Friendly,Guadeloupe,2,-2,1370,1538,-1,0,113,77
2007-03-24,Haiti,Panama,3,0,Friendly,the United States,20,-20,1553,1562,7,-7,72,70
2007-03-24,Honduras,El Salvador,2,0,Friendly,the United States,4,-4,1698,1346,0,-1,43,117
2007-03-24,Ireland,Wales,1,0,European Championship qualifier,Ireland,7,-7,1754,1572,2,-2,34,66
2007-03-24,Israel,England,0,0,European Championship qualifier,Israel,7,-7,1721,1938,0,0,42,7
2007-03-24,Japan,Peru,2,0,Friendly,Japan,7,-7,1733,1624,1,-1,39,53
2007-03-24,Kazakhstan,Serbia,2,1,European Championship qualifier,Kazakhstan,34,-34,1384,1727,10,-9,106,41
2007-03-24,Liechtenstein,Northern Ireland,1,4,European Championship qualifier,Liechtenstein,-10,10,1104,1544,-2,3,173,75
2007-03-24,Lithuania,France,0,1,European Championship qualifier,Lithuania,-3,3,1489,2048,-1,0,88,2
2007-03-24,Luxembourg,Belarus,1,2,European Championship qualifier,Luxembourg,-3,3,1006,1573,-1,0,186,65
2007-03-24,Moldova,Malta,1,1,European Championship qualifier,Moldova,-12,12,1407,1277,-1,3,102,137
2007-03-24,Montenegro,Hungary,2,1,Friendly,Montenegro,5,-5,1682,1583,1,-3,45,64
2007-03-24,Netherlands,Romania,0,0,European Championship qualifier,the Netherlands,-11,11,1983,1881,-2,1,6,12
2007-03-24,Nigeria,Uganda,1,0,African Nations Cup qualifier,Nigeria,3,-3,1765,1389,1,1,30,104
2007-03-24,Norway,Bosnia and Herzegovina,1,2,European Championship qualifier,Norway,-34,34,1729,1597,-10,12,40,58
2007-03-24,Poland,Azerbaijan,5,0,European Championship qualifier,Poland,4,-4,1785,1372,2,-3,21,112
2007-03-24,Portugal,Belgium,4,0,European Championship qualifier,Portugal,9,-9,1927,1653,0,-2,8,50
2007-03-24,Qatar,Iran,0,1,Friendly,Qatar,-5,5,1504,1788,0,1,82,20
2007-03-24,Scotland,Georgia,2,1,European Championship qualifier,Scotland,6,-6,1743,1537,4,-3,35,79
2007-03-24,Senegal,Tanzania,4,0,African Nations Cup qualifier,Senegal,6,-6,1658,1308,2,-1,48,126
2007-03-24,Seychelles,Tunisia,0,3,African Nations Cup qualifier,the Seychelles,-5,5,1105,1647,1,0,172,51
2007-03-24,South Korea,Uruguay,0,2,Friendly,South Korea,-13,13,1681,1853,-3,0,46,15
2007-03-24,Spain,Denmark,2,1,European Championship qualifier,Spain,15,-15,1913,1896,2,-2,9,11
2007-03-24,Sri Lanka,Malaysia,1,4,Friendly,Sri Lanka,-11,11,940,1201,-1,2,192,155
2007-03-24,Taiwan,Uzbekistan,0,1,Friendly,Taiwan,-1,1,936,1546,-1,0,194,73
2007-03-24,Togo,Sierra Leone,3,1,African Nations Cup qualifier,Togo,12,-12,1454,1282,0,-2,96,135
2007-03-24,Venezuela,Cuba,3,1,Friendly,Venezuela,8,-8,1638,1538,1,-5,52,77
2007-03-25,Angola,Eritrea,6,1,African Nations Cup qualifier,Angola,3,-3,1594,1116,1,0,59,170
2007-03-25,Barbados,Guatemala,0,0,Friendly,Barbados,4,-4,1304,1529,1,0,129,80
2007-03-25,Bermuda,Canada,0,3,Friendly,Bermuda,-5,5,1170,1594,0,2,167,59
2007-03-25,Botswana,Burundi,1,0,African Nations Cup qualifier,Botswana,12,-12,1320,1245,3,-2,123,144
2007-03-25,Colombia,Switzerland,3,1,Friendly,the United States,18,-18,1790,1828,7,0,20,16
2007-03-25,Congo,Zambia,0,0,African Nations Cup qualifier,Congo,2,-2,1419,1543,0,-1,100,75
2007-03-25,Egypt,Mauritania,3,0,African Nations Cup qualifier,Egypt,2,-2,1741,1192,1,-1,36,158
2007-03-25,Equatorial Guinea,Rwanda,3,1,African Nations Cup qualifier,Equatorial Guinea,31,-31,1214,1267,6,-5,153,137
2007-03-25,Kenya,Swaziland,2,0,African Nations Cup qualifier,Kenya,13,-13,1327,1173,1,-8,122,166
2007-03-25,Lesotho,Niger,3,1,African Nations Cup qualifier,Lesotho,37,-37,1162,1267,1,-8,168,137
2007-03-25,Libya,Namibia,2,1,African Nations Cup qualifier,Libya,5,-5,1430,1193,0,-1,99,157
2007-03-25,Madagascar,Ivory Coast,0,3,African Nations Cup qualifier,Madagascar,-4,4,1176,1786,0,-1,163,23
2007-03-25,Mali,Benin,1,1,African Nations Cup qualifier,Mali,-17,17,1553,1277,-4,6,71,135
2007-03-25,Mauritius,Sudan,1,2,African Nations Cup qualifier,Mauritius,-19,19,1235,1382,-1,6,145,108
2007-03-25,Mexico,Paraguay,2,1,Friendly,Mexico,6,-6,1822,1755,0,-1,18,33
2007-03-25,Northern Mariana Islands,Guam,2,3,E Asian Champ q & Marianas Cup,the Northern Mariana Islands,-31,31,605,562,0,3,223,229
2007-03-25,United States,Ecuador,3,1,Friendly,the United States,10,-10,1788,1760,5,-4,21,32
2007-03-25,Zimbabwe,Morocco,1,1,African Nations Cup qualifier,Zimbabwe,5,-5,1464,1652,2,-1,92,50
2007-03-26,Jamaica,Panama,1,1,Friendly,Jamaica,-4,4,1598,1566,0,1,55,68
2007-03-26,Sri Lanka,Malaysia,2,1,Friendly,Sri Lanka,14,-14,954,1187,1,-2,191,158
2007-03-27,Brazil,Ghana,1,0,Friendly,Sweden,3,-3,2066,1767,0,0,1,28
2007-03-27,China,Uzbekistan,3,1,Friendly,Macao,13,-13,1606,1533,6,-6,55,79
2007-03-27,Honduras,El Salvador,2,0,Friendly,the United States,3,-3,1701,1343,0,-2,43,119
2007-03-28,Azerbaijan,Finland,1,0,European Championship qualifier,Azerbaijan,31,-31,1403,1653,11,-4,102,48
2007-03-28,Bulgaria,Albania,0,0,European Championship qualifier,Bulgaria,-16,16,1745,1511,-3,2,34,82
2007-03-28,Chile,Costa Rica,1,1,Friendly,Chile,-5,5,1735,1676,-1,1,38,46
2007-03-28,Colombia,Paraguay,2,0,Friendly,Colombia,9,-9,1799,1746,1,0,19,33
2007-03-28,Czechia,Cyprus,1,0,European Championship qualifier,Czechia,2,-2,1875,1481,0,0,13,89
2007-03-28,England,Andorra,3,0,European Championship qualifier,Spain,1,-1,1939,1096,0,0,7,175
2007-03-28,France,Austria,1,0,Friendly,France,1,-1,2049,1622,0,0,2,54
2007-03-28,Georgia,Faroe Islands,3,1,European Championship qualifier,Georgia,4,-4,1541,1172,3,-3,75,166
2007-03-28,Germany,Denmark,0,1,Friendly,Germany,-15,15,1988,1911,-2,1,6,10
2007-03-28,Hungary,Moldova,2,0,European Championship qualifier,Hungary,10,-10,1593,1397,2,-2,62,104
2007-03-28,Ireland,Slovakia,1,0,European Championship qualifier,Ireland,14,-14,1768,1725,6,-4,28,42
2007-03-28,Israel,Estonia,4,0,European Championship qualifier,Israel,6,-6,1727,1382,1,-2,41,107
2007-03-28,Italy,Scotland,2,0,European Championship qualifier,Italy,6,-6,2025,1737,0,-1,3,36
2007-03-28,Liechtenstein,Latvia,1,0,European Championship qualifier,Liechtenstein,33,-33,1137,1428,3,-5,170,99
2007-03-28,Malta,Greece,0,1,European Championship qualifier,Malta,-4,4,1273,1783,-1,3,136,24
2007-03-28,Mexico,Ecuador,4,2,Friendly,the United States,12,-12,1834,1748,2,0,16,32
2007-03-28,Norway,Turkey,2,2,European Championship qualifier,Germany,8,-8,1737,1863,4,0,36,14
2007-03-28,Northern Ireland,Sweden,2,1,European Championship qualifier,Northern Ireland,30,-30,1574,1794,7,-3,66,20
2007-03-28,Poland,Armenia,1,0,European Championship qualifier,Poland,2,-2,1787,1382,2,-1,22,107
2007-03-28,Romania,Luxembourg,3,0,European Championship qualifier,Romania,0,0,1881,1006,0,0,12,186
2007-03-28,Serbia,Portugal,1,1,European Championship qualifier,Serbia,6,-6,1733,1921,2,0,39,8
2007-03-28,Slovenia,Netherlands,0,1,European Championship qualifier,Slovenia,-6,6,1562,1989,-3,1,70,5
2007-03-28,South Africa,Bolivia,0,1,Friendly,South Africa,-11,11,1482,1576,-3,4,88,65
2007-03-28,Spain,Iceland,1,0,European Championship qualifier,Spain,2,-2,1915,1494,0,-1,9,84
2007-03-28,Ukraine,Lithuania,1,0,European Championship qualifier,Ukraine,3,-3,1810,1486,1,2,18,86
2007-03-28,United States,Guatemala,0,0,Friendly,the United States,-8,8,1780,1537,-6,1,27,79
2007-03-28,Venezuela,New Zealand,5,0,Friendly,Venezuela,8,-8,1646,1484,0,-1,52,87
2007-03-28,Wales,San Marino,3,0,European Championship qualifier,Wales,1,-1,1573,936,-1,0,67,193
2007-04-01,Guam,Northern Mariana Islands,9,0,E Asian Champ q & Marianas Cup,Guam,42,-42,604,563,6,-5,223,228
2007-04-04,Angola,Congo,0,0,Friendly,Angola,-7,7,1587,1426,-2,0,62,100
2007-04-17,El Salvador,Haiti,0,1,Friendly,El Salvador,-7,7,1336,1560,-2,1,121,71
