date,team_a,team_b,goals_a,goals_b,competition,location,rating_change_a,rating_change_b,rating_a,rating_b,rank_change_a,rank_change_b,rank_a,rank_b
2010-01-02,Iran,North Korea,1,0,Friendship Cup,Qatar,11,-11,1645,1540,1,-6,49,79
2010-01-02,Qatar,Mali,0,0,Friendship Cup,Qatar,-3,3,1528,1570,0,2,82,68
2010-01-02,Syria,Zimbabwe,6,0,Friendly,Malaysia,10,-10,1554,1328,4,-1,73,123
2010-01-02,Yemen,Tajikistan,0,1,Friendly,Yemen,-11,11,1212,1289,-1,1,152,134
2010-01-03,Angola,Gambia,1,1,Friendly,Portugal,-2,2,1444,1393,-2,0,101,113
2010-01-03,Gabon,Mozambique,1,0,Friendly,South Africa,7,-7,1542,1416,2,-3,79,108
2010-01-04,Egypt,Mali,1,0,Friendly,the United Arab Emirates,7,-7,1703,1563,1,-2,40,70
2010-01-04,Tanzania,Ivory Coast,0,1,Friendly,Tanzania,-3,3,1339,1763,-1,0,121,28
2010-01-05,Ghana,Malawi,0,0,Friendly,Swaziland,-7,7,1679,1363,-2,2,44,117
2010-01-06,Bahrain,Hong Kong,4,0,Asian Cup qualifier,Bahrain,4,-4,1615,1223,0,-2,54,150
2010-01-06,Benin,Libya,1,0,Friendly,Benin,9,-9,1462,1514,2,-2,95,85
2010-01-06,China,Syria,0,0,Asian Cup qualifier,China,-5,5,1540,1559,-3,1,79,72
2010-01-06,Gabon,Mozambique,2,0,Friendly,South Africa,10,-10,1552,1406,5,-1,74,109
2010-01-06,Indonesia,Oman,1,2,Asian Cup qualifier,Indonesia,-8,8,1258,1605,-1,2,138,57
2010-01-06,Kuwait,Australia,2,2,Asian Cup qualifier,Kuwait,11,-11,1482,1777,3,-4,89,23
2010-01-06,Lebanon,Vietnam,1,1,Asian Cup qualifier,Lebanon,2,-2,1228,1360,1,-1,148,119
2010-01-06,Nigeria,Zambia,0,0,Friendly,South Africa,-6,6,1741,1499,-3,0,36,87
2010-01-06,Singapore,Iran,1,3,Asian Cup qualifier,Singapore,-18,18,1381,1663,-3,1,114,48
2010-01-06,Thailand,Jordan,0,0,Asian Cup qualifier,Thailand,-6,6,1470,1469,-3,1,92,93
2010-01-06,United Arab Emirates,Malaysia,1,0,Asian Cup qualifier,the United Arab Emirates,5,-5,1401,1168,1,-1,111,163
2010-01-06,Yemen,Japan,2,3,Asian Cup qualifier,Yemen,-2,2,1210,1790,-1,0,153,19
2010-01-07,Ivory Coast,Rwanda,2,0,Friendly,Tanzania,3,-3,1766,1399,0,-1,28,111
2010-01-09,Kenya,Cameroon,1,3,Friendly,Kenya,-4,4,1331,1776,0,1,122,24
2010-01-09,Tunisia,Gambia,1,2,Friendly,Tunisia,-17,17,1605,1410,-4,3,56,109
2010-01-09,Zambia,South Korea,4,2,Friendly,South Africa,24,-24,1523,1725,4,-4,83,36
2010-01-10,Angola,Mali,4,4,African Nations Cup,Angola,1,-1,1445,1562,0,-1,101,71
2010-01-11,Burkina Faso,Ivory Coast,0,0,African Nations Cup,Angola,17,-17,1492,1749,2,-3,88,31
2010-01-11,Malawi,Algeria,3,0,African Nations Cup,Angola,68,-68,1431,1512,13,-23,104,87
2010-01-12,Benin,Mozambique,2,2,African Nations Cup,Angola,-4,4,1458,1410,-1,1,96,110
2010-01-12,Egypt,Nigeria,3,1,African Nations Cup,Angola,42,-42,1745,1699,6,-6,34,41
2010-01-13,Gabon,Cameroon,1,0,African Nations Cup,Angola,39,-39,1591,1737,13,-11,60,35
2010-01-13,Tunisia,Zambia,1,1,African Nations Cup,Angola,-6,6,1599,1529,-3,1,59,81
2010-01-14,Algeria,Mali,1,0,African Nations Cup,Angola,29,-29,1541,1533,10,-10,77,81
2010-01-14,Angola,Malawi,2,0,African Nations Cup,Angola,26,-26,1471,1405,9,-7,92,111
2010-01-15,Ivory Coast,Ghana,3,1,African Nations Cup,Angola,30,-30,1779,1649,7,-5,23,49
2010-01-15,Yemen,Kenya,3,1,Friendly,Yemen,16,-16,1226,1315,4,-5,149,127
2010-01-16,Egypt,Mozambique,2,0,African Nations Cup,Angola,10,-10,1755,1400,3,-3,30,112
2010-01-16,Nigeria,Benin,1,0,African Nations Cup,Angola,10,-10,1709,1448,1,-2,40,99
2010-01-16,Taiwan,Philippines,0,0,Inter-Port Friendship Cup,Taiwan,-8,8,928,834,-1,0,193,205
2010-01-17,Cameroon,Zambia,3,2,African Nations Cup,Angola,12,-12,1749,1517,3,-3,32,85
2010-01-17,Gabon,Tunisia,0,0,African Nations Cup,Angola,1,-1,1592,1598,0,0,60,59
2010-01-17,Thailand,Singapore,1,0,King's Cup,Thailand,8,-8,1478,1373,2,-1,91,116
2010-01-17,Vietnam,China,1,2,Asian Cup qualifier,Vietnam,-15,15,1345,1555,0,5,119,73
2010-01-18,Angola,Algeria,0,0,African Nations Cup,Angola,-2,2,1469,1543,0,-1,93,79
2010-01-18,Mali,Malawi,3,1,African Nations Cup,Angola,24,-24,1557,1381,9,-4,72,114
2010-01-18,South Korea,Finland,2,0,Friendly,Spain,13,-13,1738,1667,0,-2,36,45
2010-01-19,Ghana,Burkina Faso,1,0,African Nations Cup,Angola,14,-14,1663,1478,2,-2,47,90
2010-01-20,Chile,Panama,2,1,Friendly,Chile,2,-2,1883,1548,0,0,11,75
2010-01-20,Egypt,Benin,2,0,African Nations Cup,Angola,11,-11,1766,1437,2,-3,28,102
2010-01-20,Nigeria,Mozambique,3,0,African Nations Cup,Angola,13,-13,1722,1387,3,-2,37,113
2010-01-20,Oman,Sweden,0,1,Friendly,Oman,-8,8,1597,1779,-2,3,58,23
2010-01-20,Thailand,Poland,1,3,King's Cup,Thailand,-19,19,1459,1651,-6,1,96,50
2010-01-20,Yemen,Bahrain,3,0,Asian Cup qualifier,Yemen,59,-59,1285,1556,14,-20,135,73
2010-01-21,Cameroon,Tunisia,2,2,African Nations Cup,Angola,-10,10,1739,1608,-3,3,35,54
2010-01-21,Zambia,Gabon,2,1,African Nations Cup,Angola,30,-30,1547,1562,9,-10,76,69
2010-01-22,South Korea,Latvia,1,0,Friendly,Spain,5,-5,1743,1564,1,-1,35,67
2010-01-23,Poland,Singapore,6,1,King's Cup,Thailand,10,-10,1661,1363,1,-1,49,117
2010-01-23,South Africa,Swaziland,6,2,Friendly,South Africa,3,-3,1522,1167,0,-2,85,164
2010-01-23,Syria,Sweden,1,1,Friendly,Syria,3,-3,1562,1776,1,-2,69,25
2010-01-23,United States,Honduras,1,3,Friendly,the United States,-21,21,1781,1766,-5,6,22,28
2010-01-24,Algeria,Ivory Coast,3,2,African Nations Cup,Angola,40,-40,1583,1739,17,-12,63,35
2010-01-24,Angola,Ghana,0,1,African Nations Cup,Angola,-18,18,1451,1681,-5,5,97,42
2010-01-25,Egypt,Cameroon,3,1,African Nations Cup,Angola,35,-35,1801,1704,10,-5,17,40
2010-01-25,Nigeria,Zambia,0,0,African Nations Cup,Angola,-12,12,1710,1559,-2,5,39,72
2010-01-26,Argentina,Costa Rica,3,2,Friendly,Argentina,3,-3,1900,1699,0,0,7,41
2010-01-27,South Africa,Zimbabwe,3,0,Friendly,South Africa,5,-5,1527,1323,1,0,84,122
2010-01-28,Egypt,Algeria,4,0,African Nations Cup,Angola,21,-21,1822,1562,2,-6,15,69
2010-01-28,Ghana,Nigeria,1,0,African Nations Cup,Angola,27,-27,1708,1683,3,-3,39,42
2010-01-30,Nigeria,Algeria,1,0,African Nations Cup,Angola,17,-17,1700,1545,1,-9,41,78
2010-01-31,Egypt,Ghana,1,0,African Nations Cup,Angola,17,-17,1839,1691,1,-3,14,42
2010-01-31,Jamaica,Canada,1,0,Friendly,Jamaica,7,-7,1627,1599,0,-2,52,57
