date,team_a,team_b,goals_a,goals_b,competition,location,rating_change_a,rating_change_b,rating_a,rating_b,rank_change_a,rank_change_b,rank_a,rank_b
2020-09-06,Slovenia,Moldova,1,0,European Nations League C,Slovenia,3,-3,1585,1250,1,-2,60,147
2020-09-06,Kosovo,Greece,1,2,European Nations League C,Kosovo,-22,22,1524,1633,-4,6,77,51
2020-09-06,Wales,Bulgaria,1,0,European Nations League B,Wales,5,-5,1806,1558,0,0,23,67
2020-09-06,Serbia,Turkey,0,0,European Nations League B,Serbia,-7,7,1765,1752,-2,0,28,30
2020-09-06,Ireland,Finland,0,1,European Nations League B,Ireland,-30,30,1695,1658,-5,5,42,48
2020-09-06,Hungary,Russia,2,3,European Nations League B,Hungary,-16,16,1635,1832,-2,1,50,20
2020-09-06,Switzerland,Germany,1,1,European Nations League A,Switzerland,-1,1,1879,1963,0,0,15,11
2020-09-06,Spain,Ukraine,4,0,European Nations League A,Spain,14,-14,2043,1858,0,-2,4,18
2020-09-07,Kazakhstan,Belarus,1,2,European Nations League C,Kazakhstan,-21,21,1374,1503,-4,4,112,81
2020-09-07,Albania,Lithuania,0,1,European Nations League C,Albania,-36,36,1533,1321,-10,9,74,127
2020-09-07,Northern Ireland,Norway,1,5,European Nations League B,Northern Ireland,-47,47,1638,1744,-6,11,50,29
2020-09-07,Israel,Slovakia,1,1,European Nations League B,Israel,3,-3,1551,1693,2,-1,70,42
2020-09-07,Czechia,Scotland,1,2,European Nations League B,Czechia,-32,32,1741,1661,-7,8,32,46
2020-09-07,Austria,Romania,2,3,European Nations League B,Austria,-29,29,1737,1723,-8,5,35,38
2020-09-07,Netherlands,Italy,0,1,European Nations League A,the Netherlands,-29,29,1993,1981,-1,4,6,8
2020-09-07,Bosnia and Herzegovina,Poland,1,2,European Nations League A,Bosnia and Herzegovina,-21,21,1678,1805,-4,0,43,24
2020-09-08,Liechtenstein,San Marino,2,0,European Nations League D,Italy,8,-8,1149,808,0,0,174,209
2020-09-08,Luxembourg,Montenegro,0,1,European Nations League C,Luxembourg,-15,15,1352,1566,-1,5,116,65
2020-09-08,Georgia,North Macedonia,1,1,European Nations League C,Georgia,-6,6,1563,1562,-2,1,66,67
2020-09-08,Cyprus,Azerbaijan,0,1,European Nations League C,Cyprus,-27,27,1343,1375,-6,5,119,112
2020-09-08,Armenia,Estonia,2,0,European Nations League C,Armenia,20,-20,1460,1394,5,-6,90,107
2020-09-08,Sweden,Portugal,0,2,European Nations League A,Sweden,-25,25,1823,2030,-2,0,21,5
2020-09-08,France,Croatia,4,2,European Nations League A,France,11,-11,2072,1890,0,-1,3,14
2020-09-08,Denmark,England,0,0,European Nations League A,Denmark,0,0,1869,1966,0,0,16,10
2020-09-08,Belgium,Iceland,5,1,European Nations League A,Belgium,3,-3,2108,1671,0,0,1,44
2020-09-23,Chad,Sudan,2,3,Friendly,Chad,-11,11,1199,1287,-3,1,157,137
2020-09-25,Chad,Sudan,0,2,Friendly,Chad,-16,16,1183,1303,-6,6,163,131
2020-09-30,Mexico,Guatemala,3,0,Friendly,Mexico,2,-2,1903,1480,0,0,13,86
2020-10-06,Nicaragua,Guatemala,0,0,Friendly,Nicaragua,5,-5,1199,1475,1,-1,157,87
2020-10-07,Zambia,Malawi,1,0,Friendly,Zambia,5,-5,1437,1337,0,-2,96,122
2020-10-07,Switzerland,Croatia,1,2,Friendly,Switzerland,-13,13,1866,1903,-1,0,16,14
2020-10-07,Slovenia,San Marino,4,0,Friendly,Slovenia,0,0,1585,808,0,0,60,209
2020-10-07,Portugal,Spain,0,0,Friendly,Portugal,-2,2,2028,2045,0,0,5,4
2020-10-07,Poland,Finland,5,1,Friendly,Poland,7,-7,1812,1651,2,0,22,48
2020-10-07,Netherlands,Mexico,0,1,Friendly,the Netherlands,-15,15,1978,1918,-2,0,8,13
2020-10-07,Montenegro,Latvia,1,1,Friendly,Montenegro,-8,8,1558,1251,-2,1,67,147
2020-10-07,Malta,Gibraltar,2,0,Friendly,Malta,8,-8,1163,1081,2,-1,169,183
2020-10-07,Luxembourg,Liechtenstein,1,2,Friendly,Luxembourg,-17,17,1335,1166,-7,6,123,168
2020-10-07,Italy,Moldova,6,0,Friendly,Italy,0,0,1981,1250,1,-1,7,148
2020-10-07,Germany,Turkey,3,3,Friendly,Germany,-7,7,1956,1759,0,0,12,28
2020-10-07,France,Ukraine,7,1,Friendly,France,6,-6,2078,1852,0,0,3,18
2020-10-07,Estonia,Lithuania,1,3,Friendly,Estonia,-22,22,1372,1343,-6,9,113,118
2020-10-07,Denmark,Faroe Islands,4,0,Friendly,Denmark,1,-1,1870,1254,1,-1,15,145
2020-10-07,Cyprus,Czechia,1,2,Friendly,Cyprus,-3,3,1340,1744,0,3,119,29
2020-10-07,Austria,Greece,2,1,Friendly,Austria,5,-5,1742,1628,3,-2,32,54
2020-10-07,Andorra,Cape Verde,1,2,Friendly,Andorra,-5,5,1095,1406,-1,2,181,104
2020-10-08,Uzbekistan,Iran,1,2,Friendly,Uzbekistan,-8,8,1561,1747,-3,5,67,29
2020-10-08,South Africa,Namibia,1,1,Friendly,South Africa,-7,7,1524,1327,-1,2,76,126
2020-10-08,Russia,Sweden,1,2,Friendly,Russia,-13,13,1819,1836,-2,2,21,19
2020-10-08,Guinea-Bissau,Mozambique,1,0,Friendly,Portugal,11,-11,1302,1328,5,-4,132,125
2020-10-08,England,Wales,3,0,Friendly,England,6,-6,1972,1800,0,1,10,23
2020-10-08,Belgium,Ivory Coast,1,1,Friendly,Belgium,-9,9,2099,1624,0,2,1,55
2020-10-08,Slovakia,Ireland,0,0,European Championship qualifier,Slovakia,-5,5,1688,1700,0,0,42,41
2020-10-08,Scotland,Israel,0,0,European Championship qualifier,Scotland,-11,11,1650,1562,-4,5,50,66
2020-10-08,Norway,Serbia,1,2,European Championship qualifier,Norway,-24,24,1720,1789,-8,1,37,25
2020-10-08,North Macedonia,Kosovo,2,1,European Championship qualifier,North Macedonia,12,-12,1574,1512,2,-2,64,79
2020-10-08,Iceland,Romania,2,1,European Championship qualifier,Iceland,17,-17,1688,1706,2,-2,42,40
2020-10-08,Georgia,Belarus,1,0,European Championship qualifier,Georgia,11,-11,1574,1492,1,-1,64,82
2020-10-08,Bulgaria,Hungary,1,3,European Championship qualifier,Bulgaria,-32,32,1526,1667,-7,5,74,46
2020-10-08,Bosnia and Herzegovina,Northern Ireland,1,1,European Championship qualifier,Bosnia and Herzegovina,-8,8,1670,1646,-1,-1,44,51
2020-10-08,Uruguay,Chile,2,1,World Cup qualifier,Uruguay,7,-7,1972,1800,1,0,10,23
2020-10-08,Paraguay,Peru,2,2,World Cup qualifier,Paraguay,2,-2,1740,1863,1,0,34,17
2020-10-08,Argentina,Ecuador,1,0,World Cup qualifier,Argentina,5,-5,1975,1721,0,0,9,36
2020-10-09,Tunisia,Sudan,3,0,Friendly,Tunisia,3,-3,1622,1300,1,-1,56,132
2020-10-09,Morocco,Senegal,3,1,Friendly,Morocco,15,-15,1674,1748,3,-2,44,29
2020-10-09,Mauritania,Sierra Leone,2,1,Friendly,Mauritania,6,-6,1386,1324,1,-3,107,127
2020-10-09,Mali,Ghana,3,0,Friendly,Turkey,22,-22,1556,1608,2,-5,70,57
2020-10-09,Kenya,Zambia,2,1,Friendly,Kenya,9,-9,1385,1428,2,-1,108,97
2020-10-09,Gambia,Congo,1,0,Friendly,Portugal,12,-12,1344,1377,5,-3,118,110
2020-10-09,Cameroon,Japan,0,0,Friendly,the Netherlands,4,-4,1582,1740,1,-3,62,33
2020-10-09,Burkina Faso,DR Congo,3,0,Friendly,Morocco,16,-16,1542,1486,2,-1,72,82
2020-10-09,Algeria,Nigeria,1,0,Friendly,Austria,9,-9,1751,1700,4,-1,28,40
2020-10-09,Colombia,Venezuela,3,0,World Cup qualifier,Colombia,13,-13,1998,1817,0,-1,6,21
2020-10-09,Brazil,Bolivia,5,0,World Cup qualifier,Brazil,3,-3,2084,1592,0,0,2,59
2020-10-10,Niger,Chad,2,0,Friendly,Niger,8,-8,1260,1175,2,-2,144,165
2020-10-10,Honduras,Nicaragua,1,1,Friendly,Honduras,-9,9,1621,1208,-4,2,56,155
2020-10-10,Guinea,Cape Verde,2,1,Friendly,Portugal,9,-9,1438,1397,0,-2,96,106
2020-10-10,Costa Rica,Panama,0,1,Friendly,Costa Rica,-16,16,1635,1533,-3,3,51,74
2020-10-10,Liechtenstein,Gibraltar,0,1,European Nations League D,Liechtenstein,-30,30,1136,1111,-9,3,177,180
2020-10-10,Faroe Islands,Latvia,1,1,European Nations League D,the Faroe Islands,-6,6,1248,1257,-3,2,148,145
2020-10-10,Andorra,Malta,0,0,European Nations League D,Andorra,-2,2,1093,1165,-1,1,182,168
2020-10-10,Montenegro,Azerbaijan,2,0,European Nations League C,Montenegro,10,-10,1568,1365,2,-3,66,114
2020-10-10,Luxembourg,Cyprus,2,0,European Nations League C,Luxembourg,22,-22,1357,1318,7,-8,116,128
2020-10-10,Ukraine,Germany,1,2,European Nations League A,Ukraine,-20,20,1832,1976,-1,3,19,9
2020-10-10,Spain,Switzerland,1,0,European Nations League A,Spain,7,-7,2052,1859,0,-1,4,17
2020-10-11,Tanzania,Burundi,0,1,Friendly,Tanzania,-15,15,1283,1201,-4,3,137,159
2020-10-11,South Africa,Zambia,1,2,Friendly,South Africa,-15,15,1509,1443,-1,2,78,95
2020-10-11,Malawi,Zimbabwe,0,0,Friendly,Malawi,-1,1,1336,1409,0,0,122,103
2020-10-11,Comoros,Libya,2,1,Friendly,Tunisia,17,-17,1206,1447,4,-5,157,93
2020-10-11,Benin,Gabon,2,0,Friendly,Portugal,15,-15,1474,1442,3,-4,88,96
2020-10-11,Lithuania,Belarus,2,2,European Nations League C,Lithuania,3,-3,1346,1489,3,0,117,81
2020-10-11,Kosovo,Slovenia,0,1,European Nations League C,Kosovo,-22,22,1490,1607,-1,2,80,58
2020-10-11,Kazakhstan,Albania,0,0,European Nations League C,Kazakhstan,3,-3,1377,1530,0,-1,111,75
2020-10-11,Greece,Moldova,2,0,European Nations League C,Greece,4,-4,1632,1246,1,-1,51,148
2020-10-11,Estonia,North Macedonia,3,3,European Nations League C,Estonia,6,-6,1378,1568,3,0,109,64
2020-10-11,Armenia,Georgia,2,2,European Nations League C,Poland,6,-6,1466,1568,1,0,89,64
2020-10-11,Serbia,Hungary,0,1,European Nations League B,Serbia,-31,31,1758,1698,-4,6,29,41
2020-10-11,Scotland,Slovakia,1,0,European Nations League B,Scotland,16,-16,1666,1672,2,-3,47,45
2020-10-11,Russia,Turkey,1,1,European Nations League B,Russia,-9,9,1810,1768,-2,1,22,26
2020-10-11,Northern Ireland,Austria,0,1,European Nations League B,Northern Ireland,-20,20,1626,1762,-2,5,52,27
2020-10-11,Norway,Romania,4,0,European Nations League B,Norway,26,-26,1746,1680,4,-4,33,43
2020-10-11,Israel,Czechia,1,2,European Nations League B,Israel,-15,15,1547,1759,-4,3,71,28
2020-10-11,Ireland,Wales,0,0,European Nations League B,Ireland,0,0,1700,1800,1,0,39,23
2020-10-11,Finland,Bulgaria,2,0,European Nations League B,Finland,13,-13,1664,1513,0,-1,48,77
2020-10-11,Poland,Italy,0,0,European Nations League A,Poland,4,-4,1816,1977,1,-1,21,8
2020-10-11,Iceland,Denmark,0,3,European Nations League A,Iceland,-27,27,1661,1897,-7,0,49,15
2020-10-11,France,Portugal,0,0,European Nations League A,France,-8,8,2070,2036,0,0,3,5
2020-10-11,England,Belgium,2,1,European Nations League A,England,22,-22,1994,2077,4,-1,7,2
2020-10-11,Croatia,Sweden,2,1,European Nations League A,Croatia,11,-11,1914,1825,0,-1,14,19
2020-10-11,Bosnia and Herzegovina,Netherlands,0,0,European Nations League A,Bosnia and Herzegovina,11,-11,1681,1967,3,-4,42,12
2020-10-12,United Arab Emirates,Uzbekistan,1,2,Friendly,the United Arab Emirates,-10,10,1441,1571,-4,3,96,64
2020-10-12,Sudan,Togo,1,1,Friendly,Tunisia,0,0,1300,1313,0,0,132,129
2020-10-12,Ghana,Qatar,5,1,Friendly,Turkey,22,-22,1630,1646,5,-3,52,49
2020-10-12,Burkina Faso,Madagascar,2,1,Friendly,Morocco,7,-7,1549,1421,1,-1,71,99
2020-10-13,Nigeria,Tunisia,1,1,Friendly,Austria,-2,2,1698,1624,-1,3,40,53
2020-10-13,Niger,Sierra Leone,1,0,Friendly,Niger,9,-9,1269,1315,4,-1,140,127
2020-10-13,Morocco,DR Congo,1,1,Friendly,Morocco,-7,7,1667,1493,-1,2,45,80
2020-10-13,Japan,Ivory Coast,1,0,Friendly,the Netherlands,7,-7,1747,1617,0,-3,34,57
2020-10-13,Costa Rica,Panama,0,1,Friendly,Costa Rica,-15,15,1620,1548,-6,3,56,71
2020-10-13,Angola,Mozambique,3,0,Friendly,Portugal,17,-17,1357,1311,4,-7,117,130
2020-10-13,Algeria,Mexico,2,2,Friendly,the Netherlands,4,-4,1755,1914,-2,0,32,13
2020-10-13,Latvia,Malta,0,1,European Nations League D,Latvia,-30,30,1227,1195,-4,7,149,161
2020-10-13,Liechtenstein,San Marino,0,0,European Nations League D,Liechtenstein,-17,17,1119,825,-2,0,179,209
2020-10-13,Faroe Islands,Andorra,2,0,European Nations League D,the Faroe Islands,11,-11,1259,1082,2,-1,145,183
2020-10-13,Montenegro,Luxembourg,1,2,European Nations League C,Montenegro,-34,34,1534,1391,-9,9,74,107
2020-10-13,Azerbaijan,Cyprus,0,0,European Nations League C,Albania,-3,3,1362,1321,-1,2,115,126
2020-10-13,Ukraine,Spain,1,0,European Nations League A,Ukraine,27,-27,1859,2025,1,-1,17,5
2020-10-13,Germany,Switzerland,3,3,European Nations League A,Germany,-11,11,1965,1870,-2,1,11,16
2020-10-13,Venezuela,Paraguay,0,1,World Cup qualifier,Venezuela,-29,29,1788,1769,-4,8,24,26
2020-10-13,Peru,Brazil,2,4,World Cup qualifier,Peru,-20,20,1843,2104,-2,0,18,1
2020-10-13,Ecuador,Uruguay,4,2,World Cup qualifier,Ecuador,42,-42,1763,1930,9,-1,28,12
2020-10-13,Chile,Colombia,2,2,World Cup qualifier,Chile,5,-5,1805,1993,1,-1,22,7
2020-10-13,Bolivia,Argentina,1,2,World Cup qualifier,Bolivia,-7,7,1585,1982,0,2,60,8
2020-10-14,North Macedonia,Georgia,1,1,European Nations League C,North Macedonia,-6,6,1562,1574,-2,0,67,65
2020-10-14,Moldova,Slovenia,0,4,European Nations League C,Moldova,-14,14,1232,1621,-1,5,148,53
2020-10-14,Lithuania,Albania,0,0,European Nations League C,Lithuania,5,-5,1351,1525,0,0,118,75
2020-10-14,Greece,Kosovo,0,0,European Nations League C,Greece,-12,12,1620,1502,-5,0,55,81
2020-10-14,Estonia,Armenia,1,1,European Nations League C,Estonia,-1,1,1377,1467,-1,0,111,89
2020-10-14,Belarus,Kazakhstan,2,0,European Nations League C,Belarus,14,-14,1503,1363,3,-2,79,114
2020-10-14,Turkey,Serbia,2,2,European Nations League B,Turkey,-6,6,1762,1764,-3,3,30,28
2020-10-14,Slovakia,Israel,2,3,European Nations League B,Slovakia,-31,31,1641,1578,-5,8,49,64
2020-10-14,Scotland,Czechia,1,0,European Nations League B,Scotland,20,-20,1686,1739,5,-6,41,36
2020-10-14,Russia,Hungary,0,0,European Nations League B,Russia,-11,11,1799,1709,-2,1,23,39
2020-10-14,Romania,Austria,0,1,European Nations League B,Romania,-21,21,1659,1783,-3,4,46,25
2020-10-14,Norway,Northern Ireland,1,0,European Nations League B,Norway,9,-9,1755,1617,5,-5,31,57
2020-10-14,Finland,Ireland,1,0,European Nations League B,Finland,16,-16,1680,1684,4,-3,43,42
2020-10-14,Bulgaria,Wales,0,1,European Nations League B,Bulgaria,-10,10,1503,1810,-2,2,79,21
2020-10-14,Portugal,Sweden,3,0,European Nations League A,Portugal,10,-10,2046,1815,0,-1,4,20
2020-10-14,Poland,Bosnia and Herzegovina,3,0,European Nations League A,Poland,14,-14,1830,1667,1,-2,19,44
2020-10-14,Italy,Netherlands,1,1,European Nations League A,Italy,-6,6,1971,1973,0,2,9,8
2020-10-14,Iceland,Belgium,1,2,European Nations League A,Iceland,-6,6,1655,2083,1,-1,47,3
2020-10-14,England,Denmark,0,1,European Nations League A,England,-30,30,1964,1927,-5,2,11,13
2020-10-14,Croatia,France,1,2,European Nations League A,Croatia,-17,17,1897,2087,-2,1,15,2
2020-10-22,Ethiopia,Zambia,2,3,Friendly,Ethiopia,-8,8,1272,1451,-1,2,139,92
2020-10-25,Ethiopia,Zambia,1,3,Friendly,Ethiopia,-12,12,1260,1463,-5,2,144,90
2020-11-06,Ethiopia,Sudan,2,2,Friendly,Ethiopia,-2,2,1258,1302,-1,1,145,131
2020-11-07,Bahrain,Tajikistan,1,0,Friendly,the United Arab Emirates,3,-3,1540,1232,0,0,73,147
2020-11-11,Turkey,Croatia,3,3,Friendly,Turkey,1,-1,1763,1896,1,0,29,15
2020-11-11,Slovenia,Azerbaijan,0,0,Friendly,Slovenia,-8,8,1613,1370,-5,2,58,113
2020-11-11,San Marino,Latvia,0,3,Friendly,San Marino,-5,5,820,1232,0,2,209,147
2020-11-11,Romania,Belarus,5,3,Friendly,Romania,6,-6,1665,1497,0,-1,46,80
2020-11-11,Portugal,Andorra,7,0,Friendly,Portugal,0,0,2046,1082,0,0,4,183
2020-11-11,Poland,Ukraine,2,0,Friendly,Poland,12,-12,1842,1847,0,0,19,17
2020-11-11,Netherlands,Spain,1,1,Friendly,the Netherlands,-1,1,1972,2026,0,0,8,5
2020-11-11,Montenegro,Kazakhstan,0,0,Friendly,Montenegro,-7,7,1527,1370,-1,1,75,113
2020-11-11,Malta,Liechtenstein,3,0,Friendly,Malta,9,-9,1204,1110,1,0,160,179
2020-11-11,Luxembourg,Austria,0,3,Friendly,Luxembourg,-5,5,1386,1788,0,1,107,24
2020-11-11,Lithuania,Faroe Islands,2,1,Friendly,Lithuania,5,-5,1356,1254,0,-2,118,146
2020-11-11,Italy,Estonia,4,0,Friendly,Italy,1,-1,1972,1376,1,1,8,110
2020-11-11,Greece,Cyprus,2,1,Friendly,Greece,2,-2,1622,1319,2,-1,53,127
2020-11-11,Germany,Czechia,1,0,Friendly,Germany,3,-3,1968,1736,0,0,10,36
2020-11-11,France,Finland,0,2,Friendly,France,-28,28,2059,1708,-1,3,3,40
2020-11-11,Denmark,Sweden,2,0,Friendly,Denmark,7,-7,1934,1808,1,-1,12,21
2020-11-11,Bulgaria,Gibraltar,3,0,Friendly,Bulgaria,2,-2,1505,1109,1,0,78,180
2020-11-11,Belgium,Switzerland,2,1,Friendly,Belgium,3,-3,2086,1867,1,0,2,16
2020-11-11,Albania,Kosovo,2,1,Friendly,Albania,7,-7,1532,1495,1,0,74,81
2020-11-11,Senegal,Guinea-Bissau,2,0,African Nations Cup qualifier,Senegal,2,-2,1750,1300,0,-2,33,133
2020-11-11,Kenya,Comoros,1,1,African Nations Cup qualifier,Kenya,-13,13,1372,1219,-2,5,111,152
2020-11-11,Mauritania,Burundi,1,1,African Nations Cup qualifier,Mauritania,-14,14,1372,1215,-3,5,111,154
2020-11-11,Guinea,Chad,1,0,African Nations Cup qualifier,Guinea,4,-4,1442,1171,3,-1,94,167
2020-11-11,Equatorial Guinea,Libya,3,2,African Nations Cup qualifier,Egypt,28,-28,1325,1419,9,-7,124,100
2020-11-12,Wales,United States,0,0,Friendly,Wales,-5,5,1805,1731,-1,0,21,37
2020-11-12,United Arab Emirates,Tajikistan,3,2,Friendly,the United Arab Emirates,3,-3,1444,1229,1,-2,95,149
2020-11-12,Syria,Uzbekistan,1,0,Friendly,the United Arab Emirates,12,-12,1497,1559,3,0,80,66
2020-11-12,Moldova,Russia,0,0,Friendly,Moldova,9,-9,1241,1790,0,0,147,23
2020-11-12,Iraq,Jordan,0,0,Friendly,the United Arab Emirates,-4,4,1619,1482,-4,0,56,86
2020-11-12,England,Ireland,3,0,Friendly,England,4,-4,1968,1680,2,0,9,43
2020-11-12,Bosnia and Herzegovina,Iran,0,2,Friendly,Bosnia and Herzegovina,-16,16,1651,1763,-3,5,47,29
2020-11-12,Bahrain,Lebanon,3,1,Friendly,the United Arab Emirates,9,-9,1549,1397,2,-1,71,105
2020-11-12,Zambia,Botswana,2,1,African Nations Cup qualifier,Zambia,7,-7,1470,1290,1,-2,89,136
2020-11-12,Uganda,South Sudan,1,0,African Nations Cup qualifier,Uganda,2,-2,1519,1053,0,0,76,184
2020-11-12,Ivory Coast,Madagascar,2,1,African Nations Cup qualifier,Ivory Coast,6,-6,1623,1415,4,-2,52,100
2020-11-12,Ghana,Sudan,2,0,African Nations Cup qualifier,Ghana,5,-5,1635,1297,0,-1,50,133
2020-11-12,Gabon,Gambia,2,1,African Nations Cup qualifier,Gabon,10,-10,1452,1334,1,0,93,121
2020-11-12,Congo,Eswatini,2,0,African Nations Cup qualifier,Congo,7,-7,1384,1113,1,-1,108,178
2020-11-12,Cape Verde,Rwanda,0,0,African Nations Cup qualifier,Cape Verde,-12,12,1385,1267,-1,3,107,142
2020-11-12,Cameroon,Mozambique,4,1,African Nations Cup qualifier,Cameroon,7,-7,1589,1304,2,0,60,131
2020-11-12,Burkina Faso,Malawi,3,1,African Nations Cup qualifier,Burkina Faso,8,-8,1557,1328,4,0,67,122
2020-11-12,Algeria,Zimbabwe,3,1,African Nations Cup qualifier,Algeria,4,-4,1759,1405,0,0,31,103
2020-11-12,Serbia,Scotland,1,1,European Championship qualifier,Serbia,-9,9,1755,1695,-4,0,32,42
2020-11-12,Northern Ireland,Slovakia,1,2,European Championship qualifier,Northern Ireland,-24,24,1593,1665,-3,4,59,45
2020-11-12,Hungary,Iceland,2,1,European Championship qualifier,Hungary,12,-12,1721,1643,1,-2,38,49
2020-11-12,Georgia,North Macedonia,0,1,European Championship qualifier,Georgia,-26,26,1548,1588,-7,6,72,61
2020-11-12,Bolivia,Ecuador,2,3,World Cup qualifier,Bolivia,-16,16,1569,1779,-5,2,65,27
